titre,prix,categorie,sous_categorie,ville,delegation,date_publication,date_scraping,type_transaction,superficie,chambres,salles_bain,description,images_urls,url
S+3 meublé à El Omrane Supérieur,950,immobilier,appartements,tunis,el-omrane-suprieur,,2026-02-15 12:18:53,À Louer,90,3,1,"Cet appartement meublé est situé au troisième étage dans une résidence sécurisée à El Omrane Supérieur.

Le salon est éclairé grâce à son balcon.

La cuisine est aménagée avec des espaces de rangement et équipée d’une gazinière, d’un four, d’une machine à laver et d’un réfrigérateur. Elle est complétée par un séchoir.


Le compartiment nuit loge trois chambres à coucher toutes munies de placards , et qui se partagent une salle de bain.

Un chauffage à gaz est disponible","[""https://www.tayara.tn/mediaGateway/resize-image?img=a9/a9c40a9c-7365-4f52-b711-d3b04f8c16f4&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=e9/e9a8dbc7-84f0-4e01-95d9-ddd2080b8769&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=57/579b1f95-fe61-479f-8af1-88965e9354cd&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=0e/0e0fcb42-e01c-4a3a-9766-f18f57cf7bf6&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=94/940d83d6-8a87-42df-bc9d-c4cfd43d5874&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=46/464bb937-b0ce-4311-aae1-21c5091887e4&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=89/8988c321-374a-40bf-a7bb-fb25915eba14&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=1a/1ac3a092-c7a9-47bd-8171-e924d13ce8ff&w=100""]",https://www.tayara.tn/item/appartements/tunis/el-omrane-suprieur/s3-meubl-el-omrane-suprieur/69386ca2cd04d08be748448d/
A LOUER S+2 HAUT STANDING A JARDIN L'AOUINA .,1249,immobilier,appartements,tunis,l-aouina,,2026-02-15 12:18:54,À Louer,100,2,1,"LOCATION S+2 HAUT STANDING A JARDIN L'AOUINA .
Votre agence ALFACASA vous propose à louer un appartement s+2 haut standing à jardin l'aouina .
– Etage: 5éme étage .
– Superficie:100 m².
– Prix de location:1250.
•L’appartement est composé de:
- Un Salon spacieux et lumineux .
- Deux chambres à cocher.
–une cuisine .
- Une salle de bain .
-Chauffage central /climatisation.
Contactez nous par message direct ou :
Téléphone / WhatsApp :  )/  )/  )/  ).
Email: [email protected] Nous serons à votre dis","[""https://www.tayara.tn/mediaGateway/resize-image?img=8c/8c2d56c4-d81f-4c58-821d-d53b29abfbee&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=c5/c5c49f81-35dc-409a-9c28-f9d37ce506e0&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=0d/0dfe5204-3381-479f-9ec9-6f7f60372022&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=4d/4d0b5e11-f4e7-402a-b71c-6b5b1e9866e0&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=79/79b7e51e-05a2-4676-9dc6-1ab07126efb2&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=d1/d1083d85-6362-472d-bab8-da6a2a46c4ad&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=d1/d184d01b-1355-4fde-986c-71c8e8131cc4&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=71/71ac0288-2293-483e-b3d1-17da9cd9747e&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=19/19b0ab91-1093-4edb-853e-59e266f89ad1&w=100""]",https://www.tayara.tn/item/appartements/tunis/l-aouina/a-louer-s2-haut-standing-a-jardin-laouina-/69412c938914daae519c319b/
Appartement S4 à Louer au Lac 2,5300,immobilier,appartements,tunis,lac-2,,2026-02-15 12:18:54,À Louer,250,4,4,"Appartement S4 à Louer au Lac 2, rez-de-chaussée, 250 m², jardin, cuisine équipée, 4 chambres, dressing, parking
PLAZA IMMO vous invite à découvrir cet appartement, situé au Lac 2.

Présentation de l’appartement – Référence : 10615
Un bel appartement de 250 m² avec 6 pièces dont 3 chambres, une suite, un salon et une chambre de service, idéal pour une famille en recherche de confort et d’espace. Un véritable espace de vie équilibré, parfaitement pensé pour combiner fonctionnalité et qualité de v","[""https://www.tayara.tn/mediaGateway/resize-image?img=05/05d53bac-9b05-41df-8249-1fa4835bdcc6&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=0b/0bc85888-7e72-4ac2-9348-09cd42762a82&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=01/0105ce35-340f-4584-83eb-a748ab4a58e1&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=0f/0f400012-312a-4d5f-8da4-deeb11897e70&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=0a/0a370ed0-2d36-40db-ab01-3a7433e1df23&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=17/17b0d144-1254-4816-9089-528c28c12e18&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=c9/c9e2a6b4-ea43-4bb9-82da-19865c139bb4&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=dc/dcda6c15-913c-40e9-9009-f246d27d2dab&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=e5/e57b6c20-37df-443c-a492-b1b5e774f6ae&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=4f/4f47344f-1e95-44f6-adbe-e6fc4f52b09e&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=13/134edb8f-89cd-4409-a7f4-3fa1b0244cf6&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=1b/1be7d9af-d1b4-41b3-9cf4-8fcf73f6a255&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=4b/4b37e9ef-9a6f-4232-9953-0ba9f325f411&w=100""]",https://www.tayara.tn/item/appartements/tunis/lac-2/appartement-s4-louer-au-lac-2/693941ce8914daae5198ff2d/
A louer un appartement s+1 hst richement meublé coté carrefour,1400,immobilier,appartements,ben-arous,ezzahra,,2026-02-15 12:18:55,À Louer,100,1,1,"A louer un appartement s+1 richement meublé à Ezzahra coté carrefour . Il se compose d'un salon lumineux , une chambre à coucher , une cuisine équipée et aménagée, une salle d'eau et une douche.
Chauffage central , un climatiseur et une place de parking sont disponibles","[""https://www.tayara.tn/mediaGateway/resize-image?img=76/76dfcf1e-7840-4645-93e7-90adc26fa4a1&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=a7/a797aec2-9617-4259-93a6-a79e872a973e&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=60/6004ac27-b7f8-4222-a499-e45e32c77ef9.jpg&w=100""]",https://www.tayara.tn/item/appartements/ben-arous/ezzahra/a-louer-un-appartement-s1-hst-richement-meubl-cot-carrefour/69412a6f8914daae519c302b/
Appartement Haut standing 💡☎,-3,immobilier,appartements,tunis,tunis,,2026-02-15 12:18:56,À Louer,65,1,1,"Agence Les Arcades met en location 🔑 pour  saison universitaire magnifique appartement haut standing 🔝🌟de type s+1,situé dans une résidence sécurisée à Skanes prés palais présidentiel .
 Y compris WI-FI + IPTV+ 2 climatiseurs + chauffage central
Vite réservez votre séjour
👉Pour plus d'informations contactez notre Agence:🤗☎  16 /  87 ☎💡
📧 mail: [email protected]","[""https://www.tayara.tn/mediaGateway/resize-image?img=2f/2f69308b-8b6c-4155-8ec9-df96e4c0bc90&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=11/11afdf3f-61b7-44f0-9e7b-22f7e119e0f3&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=d7/d7330118-7c53-43c8-81e9-69639f8d552a&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=2c/2c17b056-d538-4b5e-b300-8e15881f930a&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=08/085eb827-851e-416b-ae0b-7a663ee56806&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=e0/e0358514-b4b7-4cdd-b4eb-bbb5fa333035&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=7d/7d1bebad-02e4-4edd-824a-98e27c8b68c1&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=eb/eb22d40e-ee11-4cec-aa32-78ee1cdcbb5a&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=54/54a711db-fa30-48bb-84f6-883f1104d22f&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=5b/5b29e3b4-d167-4f30-b2e3-28b07ac79d3b.png&w=100""]",https://www.tayara.tn/item/appartements/tunis/tunis/appartement-haut-standing-/68adcb7382a3d05f2392f993/
Appartement à louer à Ben Arous.,850,immobilier,appartements,tunis,tunis,,2026-02-15 12:18:57,À Louer,120,3,2,"Cet appartement est situé à Ben Arous, au sixième étage d’une résidence bien sécurisée avec ascenseur, à proximité de toutes les commodités (écoles, mosquée, Carrefour, etc.).

La partie jour se compose d’un salon lumineux grâce à sa bonne orientation Sud-Est , d’une cuisine bien équipée ouvrant sur un séchoir, ainsi que d’une salle d’eau pour les invités.

La partie nuit comprend trois chambres à coucher bien agencées et une salle de bain.

Une place de parking est également disponible.","[""https://www.tayara.tn/mediaGateway/resize-image?img=5d/5d4d65f6-9277-4070-912d-98bb0141ee64&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=1e/1e511897-f9c8-40ad-94ad-8bad77289ebf&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=87/87086822-c3f6-4912-aade-db3caa546e51&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=6a/6a4dbc3d-4897-48b8-b06f-9ab2f52cd06b&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=12/1280bde2-c7af-4963-a8c7-72eab8ef70fd&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=9a/9a4e22f4-5653-4d93-b83e-c723fb0410a9&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=4b/4b236073-4fda-4e56-8e73-5dc4f08fbc5d&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=91/91dc0f64-48e1-4a97-a95d-d9ce7ecc106e&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=26/26c396db-4ec5-4223-9858-37ea2a3b9569&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=85/85ad6c85-ef1a-4e91-aaa4-9f2acff88392&w=100""]",https://www.tayara.tn/item/appartements/tunis/tunis/appartement-louer-ben-arous/68a5d02b3398639ecd904b80/
S+3 en location à cité el mahrajène,2000,immobilier,appartements,tunis,mutuelleville,,2026-02-15 12:18:58,À Louer,150,3,2,"Un appartement S+3 meublé, situé à la Cité El Mahrajène, au premier étage.","[""https://www.tayara.tn/mediaGateway/resize-image?img=47/4765e650-4217-4831-9aa4-22d2f76f7ead&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=40/40d9ffd2-25ec-41a5-89c8-faa72e1d6bfa&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=be/be40cb4e-2e98-4751-851e-e3d577ad81f4&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=3d/3debaf6c-4ea3-47fa-b159-8f7a9a11a929&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=28/28efadd9-49f4-4e8f-ae53-d407d6834bb4&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=19/19f787bf-63c9-4a27-bf81-e2f980481c91&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=26/26bc24b6-cf7b-4713-917e-9e918e13c1dc&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=20/206e8bba-0383-487c-ae56-668da4977420&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=06/06d453c0-9864-4c43-ba4e-7466e58b9a5a&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=ef/ef5638a5-a699-4ccd-9c73-4e310dc48326&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=82/82ddab2c-6844-4b47-9971-2f6bb20aa6dc.jpg&w=100""]",https://www.tayara.tn/item/appartements/tunis/mutuelleville/s3-en-location-cit-el-mahrajne/69343b74cd04d08be7466963/
Appartement meuble s+1 à Ezzahra,0,immobilier,appartements,ben-arous,ezzahra,,2026-02-15 12:18:58,À Louer,90,1,1,"A louer à Loulija-Ezzahra un appartement s+1 richement meublé situé dans une résidence gardée . l'appartement est composé d'un grand salon ,une cuisine bien équipée ,une chambre a coucher et une salle d'eau  .Un chauffage central , un climatiseur et une place de parking sous sol  sont  disponible .
** Pour longue durée **","[""https://www.tayara.tn/mediaGateway/resize-image?img=75/7534c5b3-e9cd-4cd3-916c-00c08664010f&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=b6/b63ddd74-d9ca-4138-9c9b-c8e6c1cabfb1&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=60/6004ac27-b7f8-4222-a499-e45e32c77ef9.jpg&w=100""]",https://www.tayara.tn/item/appartements/ben-arous/ezzahra/appartement-meuble-s1-ezzahra/6941185bcd04d08be74bae98/
"🏠 RDCF – Réf : LV001186  À louer – RDC S+2 à Boukhris, Bizerte",1000,immobilier,appartements,bizerte,bizerte,,2026-02-15 12:18:59,À Louer,,2,1,"✨ À louer un rez-de-chaussée de type S+2, situé entre corniche et  Boukhris – Bizerte,  dans un résidence , au cœur d’un quartier calme et résidentiel.  🔹 Composition du bien : 🛋️ Salon lumineux 🛏️ Deux chambres à coucher d'une avec placard 🍽️ Cuisine fonctionnelle 🛁 Salle de bain 🌿 Cour arrière privative  ✅ Abri de voiture indépendant 🚗 ✅ Entrée indépendante 🔑  💰 Loyer : 1000 DT / mois  📞 Contactez-nous pour plus d’informations ou pour une visite : 📍  Cité de la Santé, La Corniche – Bizerte 📲  ","[""https://www.tayara.tn/mediaGateway/resize-image?img=f1/f1f5dd65-2e1c-4533-a73c-9c0242dcdd6a&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=0d/0d2fed24-5305-4964-87a7-f61ebf73ad99&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=85/85e2dca2-3377-4ec8-bf2d-6ef91077995f&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=31/31088449-3ec8-442d-acd8-28d0417fd84a&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=f6/f6837fee-b872-4d1f-bbb8-d8def2d00c68&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=7c/7c0f6ca5-f4d6-42fc-8d2a-5bc0ba474a33&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=9b/9b2d6363-4c30-4adb-a7d3-4dfb4982b4f3&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=f4/f4ea4869-42d0-4004-82b0-ae6c2b7f7f11&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=c1/c1a03b90-ce22-4c3b-8acb-a0de941b7c4a&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=0a/0a723f84-0e72-4d7f-9c7c-c01270dc1ded&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=02/0253a80c-47df-4fb9-ba2c-ced9bbcbf905&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=4a/4aba1524-199a-4e11-923c-d2257728d10b&w=100""]",https://www.tayara.tn/item/appartements/bizerte/bizerte/-rdcf-rf-lv001186-louer-rdc-s2-boukhris-bizerte/693ff01bcd04d08be74b37fc/
"🏠 RDCA – Réf : LV001187 À louer – RDC S+2 à Boukhris, Bizerte",1000,immobilier,appartements,bizerte,bizerte,,2026-02-15 12:19:00,À Louer,,2,1,"✨ À louer un rez-de-chaussée de type S+2, situé entre corniche et boukhris  – Bizerte, dans un résidence , au cœur d’un quartier calme et résidentiel. 🔹 Composition du bien : 🛋️ Salon lumineux 🛏️ Deux chambres à coucher d'une avec placard 🍽️ Cuisine fonctionnelle 🛁 Salle de bain 🌿 Cour arrière privative ✅ Abri de voiture indépendant 🚗 ✅ Entrée indépendante 🔑 💰 Loyer : 1000 DT / mois 📞 Contactez-nous pour plus d’informations ou pour une visite : 📍  Cité de la Santé, La Corniche – Bizerte 📲  /  📱 ","[""https://www.tayara.tn/mediaGateway/resize-image?img=62/62b878f2-96ba-4918-af09-c7270d6ff62e&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=8b/8b3ed9f5-ea33-4a6f-9e7e-7d824c16b17f&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=4f/4f62de43-219a-447f-8a46-c74c9a888348&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=e4/e47377be-7093-448f-8f03-54d11c218ea6&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=60/60b4d06e-e5e3-4601-beba-d1bcd10af04a&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=3e/3eae721b-4198-4c15-bba7-7bf9be79f30d&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=5d/5dc1fc76-16f7-4db9-a239-82e2edc50adc&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=4b/4ba044f7-4716-4072-af64-41d2573090dd&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=a5/a5c83d8d-7dc9-4fe4-b4e3-21314640e17d&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=d3/d3c20314-7f13-4aae-b2e0-81c132086a68&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=4a/4aba1524-199a-4e11-923c-d2257728d10b&w=100""]",https://www.tayara.tn/item/appartements/bizerte/bizerte/-rdca-rf-lv001187-louer-rdc-s2-boukhris-bizerte/693fef2bcd04d08be74b375c/
"🏠 F3 – Réf : LVS001191 À louer – Appartement S+1 au 3ᵉ étage à Boukhris, Bizerte",500,immobilier,appartements,bizerte,bizerte,,2026-02-15 12:19:01,À Louer,,1,1,"✨ À louer un appartement de type S+1, situé entre La Corniche et Boukhris – Bizerte, au 3ᵉ étage d’une résidence calme et bien entretenue, dans un environnement résidentiel agréable. 🔹 Composition du bien : 🛋️ Salon lumineux 🛏️ Une chambre à coucher 🍽️ Cuisine fonctionnelle 🛁 Salle de bain 💰 Loyer : 500 DT / mois 📞 Contactez-nous pour plus d’informations ou pour organiser une visite : 📍 Cité de la Santé, La Corniche – Bizerte 📲  /  📱  /  🌐 Site web : immo-sallem.com 📸 Instagram : @agence_bestser","[""https://www.tayara.tn/mediaGateway/resize-image?img=1e/1e75e67d-d9b2-4fae-9286-9ea7bad56cf4&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=27/27daaa6c-7fb9-4d57-9b49-f8a06b941531&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=f7/f75fdab1-4844-4ff9-b684-f82fc7b49f74&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=0a/0ad78fce-b085-4eb0-8203-cbdb3680926b&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=20/201b2e08-d366-4881-b0b7-82fef8f60d00&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=71/71887700-443e-472b-859a-e782a4efa813&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=3e/3e2d5b0f-e1d4-4528-88ed-a19672576d1d&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=7f/7fd577df-c842-43a4-b802-ebf11dd93789&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=c0/c09c6110-0986-4f0e-88a1-45afff92a76f&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=a1/a10cb0ca-c64f-40fa-9b8a-b98abe0519c4&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=4a/4aba1524-199a-4e11-923c-d2257728d10b&w=100""]",https://www.tayara.tn/item/appartements/bizerte/bizerte/-f3-rf-lvs001191-louer-appartement-s1-au-3-tage-boukhris-bizerte/693fede08914daae519babcd/
À louer – Appartement S+3 à Notre-Dame,5000,immobilier,appartements,tunis,mutuelleville,,2026-02-15 12:19:02,À Louer,270,3,4,"L’agence immobilière CENTURY 21 Masters vous propose à la location un spacieux appartement S+3 .
Emplacement : Notre-Dame
Etage : 1er étage
Typologie : S+3
Composition :
– Un salon avec terrasse
– Une cuisine équipée avec séchoir
– Une salle d’eau pour les invités
– Trois suites parentales
– Climatisation et chauffage central
– Deux places de parking au sous-sol
Honoraires d’agence : un mois de loyer  + TVA 
Conditions de paiement : paiement bimestriel, deux mois de caution, frais de syndic à ré","[""https://www.tayara.tn/mediaGateway/resize-image?img=93/93f274ce-1df1-443b-9042-65f7aa14fe16&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=16/16caceb3-9324-4c1e-a1d6-f5556cb22afe&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=bd/bd2fc980-c55c-47c9-bfe5-97c59e559bd0&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=46/46257c4e-69a4-4de5-be48-1c9a4166b77b&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=98/987ca028-197f-40f8-ab6e-f516d428fbd5&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=80/80ae7b27-7dfe-4e63-9778-4ae882004b95&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=dc/dc5f631e-e9ac-49d8-a1c9-bab97751583e&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=da/da99dc77-346b-44a4-8fb6-d990c4d63d36&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=29/291e419e-8afb-45ca-8aea-107985b6f6b6&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=7b/7bf9d93a-a76b-4253-b072-6da51645c8b7&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=d0/d07edac3-e0a5-46c7-aa22-fac3a3af1061&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=f7/f7cf4e32-9ad4-45f9-8e3f-d3b44bdcf76c&w=100""]",https://www.tayara.tn/item/appartements/tunis/mutuelleville/-louer-appartement-s3-notredame/693994e68914daae51993169/
